0.05 	0.00125 	0.005 	0.0299174
0.05 	0.00375 	0.005 	0.0304215
0.05 	0.00625 	0.005 	0.0307553
0.05 	0.00875 	0.005 	0.0309469
0.05 	0.01125 	0.005 	0.0310291
0.05 	0.01375 	0.005 	0.0309871
0.05 	0.01625 	0.005 	0.030801
0.05 	0.01875 	0.005 	0.0304498
0.05 	0.02125 	0.005 	0.0299082
0.05 	0.02375 	0.005 	0.0291465
0.05 	0.02625 	0.005 	0.0281304
0.05 	0.02875 	0.005 	0.0268211
0.05 	0.03125 	0.005 	0.0251756
0.05 	0.03375 	0.005 	0.0231474
0.05 	0.03625 	0.005 	0.0206872
0.05 	0.03875 	0.005 	0.0177447
0.05 	0.04125 	0.005 	0.0142704
0.05 	0.04375 	0.005 	0.0102193
0.05 	0.04625 	0.005 	0.00555423
0.05 	0.04875 	0.005 	0.000250982
0.05 	0.05125 	0.005 	-0.00569587
0.05 	0.05375 	0.005 	-0.0122664
0.05 	0.05625 	0.005 	-0.0194079
0.05 	0.05875 	0.005 	-0.0270281
0.05 	0.06125 	0.005 	-0.0349888
0.05 	0.06375 	0.005 	-0.043101
0.05 	0.06625 	0.005 	-0.0511247
0.05 	0.06875 	0.005 	-0.0587721
0.05 	0.07125 	0.005 	-0.0657188
0.05 	0.07375 	0.005 	-0.0716226
0.05 	0.07625 	0.005 	-0.0761504
0.05 	0.07875 	0.005 	-0.0790143
0.05 	0.08125 	0.005 	-0.0800127
0.05 	0.08375 	0.005 	-0.0790714
0.05 	0.08625 	0.005 	-0.076276
0.05 	0.08875 	0.005 	-0.0718906
0.05 	0.09125 	0.005 	-0.0663795
0.05 	0.09375 	0.005 	-0.060347
0.05 	0.09625 	0.005 	-0.0540513
0.05 	0.09875 	0.005 	-0.0476018
