0.05 	0.0003125 	0.005 	0
0.05 	0.0009375 	0.005 	0
0.05 	0.0015625 	0.005 	0
0.05 	0.0021875 	0.005 	0
0.05 	0.0028125 	0.005 	0
0.05 	0.0034375 	0.005 	0
0.05 	0.0040625 	0.005 	0
0.05 	0.0046875 	0.005 	0
0.05 	0.0053125 	0.005 	0
0.05 	0.0059375 	0.005 	0
0.05 	0.0065625 	0.005 	0
0.05 	0.0071875 	0.005 	0
0.05 	0.0078125 	0.005 	0
0.05 	0.0084375 	0.005 	0
0.05 	0.0090625 	0.005 	0
0.05 	0.0096875 	0.005 	0
0.05 	0.0103125 	0.005 	0
0.05 	0.0109375 	0.005 	0
0.05 	0.0115625 	0.005 	0
0.05 	0.0121875 	0.005 	0
0.05 	0.0128125 	0.005 	0
0.05 	0.0134375 	0.005 	0
0.05 	0.0140625 	0.005 	0
0.05 	0.0146875 	0.005 	0
0.05 	0.0153125 	0.005 	0
0.05 	0.0159375 	0.005 	0
0.05 	0.0165625 	0.005 	0
0.05 	0.0171875 	0.005 	0
0.05 	0.0178125 	0.005 	0
0.05 	0.0184375 	0.005 	0
0.05 	0.0190625 	0.005 	0
0.05 	0.0196875 	0.005 	0
0.05 	0.0203125 	0.005 	0
0.05 	0.0209375 	0.005 	0
0.05 	0.0215625 	0.005 	0
0.05 	0.0221875 	0.005 	0
0.05 	0.0228125 	0.005 	0
0.05 	0.0234375 	0.005 	0
0.05 	0.0240625 	0.005 	0
0.05 	0.0246875 	0.005 	0
0.05 	0.0253125 	0.005 	0
0.05 	0.0259375 	0.005 	0
0.05 	0.0265625 	0.005 	0
0.05 	0.0271875 	0.005 	0
0.05 	0.0278125 	0.005 	0
0.05 	0.0284375 	0.005 	0
0.05 	0.0290625 	0.005 	0
0.05 	0.0296875 	0.005 	0
0.05 	0.0303125 	0.005 	0
0.05 	0.0309375 	0.005 	0
0.05 	0.0315625 	0.005 	0
0.05 	0.0321875 	0.005 	0
0.05 	0.0328125 	0.005 	0
0.05 	0.0334375 	0.005 	0
0.05 	0.0340625 	0.005 	0
0.05 	0.0346875 	0.005 	0
0.05 	0.0353125 	0.005 	0
0.05 	0.0359375 	0.005 	0
0.05 	0.0365625 	0.005 	0
0.05 	0.0371875 	0.005 	0
0.05 	0.0378125 	0.005 	0
0.05 	0.0384375 	0.005 	0
0.05 	0.0390625 	0.005 	0
0.05 	0.0396875 	0.005 	0
0.05 	0.0403125 	0.005 	0
0.05 	0.0409375 	0.005 	0
0.05 	0.0415625 	0.005 	0
0.05 	0.0421875 	0.005 	0
0.05 	0.0428125 	0.005 	0
0.05 	0.0434375 	0.005 	0
