0.049 	0.0025 	0.005 	0.027151
0.049 	0.0075 	0.005 	0.0287134
0.049 	0.0125 	0.005 	0.029351
0.049 	0.0175 	0.005 	0.0290967
0.049 	0.0225 	0.005 	0.0279509
0.049 	0.0275 	0.005 	0.025681
0.049 	0.0325 	0.005 	0.0219784
0.049 	0.0375 	0.005 	0.0164865
0.049 	0.0425 	0.005 	0.00882592
0.049 	0.0475 	0.005 	-0.00133365
0.049 	0.0525 	0.005 	-0.0141521
0.049 	0.0575 	0.005 	-0.0294438
0.049 	0.0625 	0.005 	-0.046468
0.049 	0.0675 	0.005 	-0.0637406
0.049 	0.0725 	0.005 	-0.07898
0.049 	0.0775 	0.005 	-0.0893778
0.049 	0.0825 	0.005 	-0.0924587
0.049 	0.0875 	0.005 	-0.0872103
0.049 	0.0925 	0.005 	-0.0735901
0.049 	0.0975 	0.005 	-0.0535054
