0.05 	0.0003125 	0.005 	-0.00219446 	6.35933e-07 	0
0.05 	0.0009375 	0.005 	-0.00645372 	4.11255e-06 	0
0.05 	0.0015625 	0.005 	-0.0105916 	1.14885e-05 	0
0.05 	0.0021875 	0.005 	-0.0146157 	2.1907e-05 	0
0.05 	0.0028125 	0.005 	-0.0185327 	3.48647e-05 	0
0.05 	0.0034375 	0.005 	-0.0223491 	5.00694e-05 	0
0.05 	0.0040625 	0.005 	-0.0260713 	6.72615e-05 	0
0.05 	0.0046875 	0.005 	-0.0297051 	8.62224e-05 	0
0.05 	0.0053125 	0.005 	-0.0332561 	0.000106785 	0
0.05 	0.0059375 	0.005 	-0.0367298 	0.000128831 	0
0.05 	0.0065625 	0.005 	-0.0401314 	0.000152289 	0
0.05 	0.0071875 	0.005 	-0.0434656 	0.000177133 	0
0.05 	0.0078125 	0.005 	-0.0467371 	0.00020338 	0
0.05 	0.0084375 	0.005 	-0.0499505 	0.00023109 	0
0.05 	0.0090625 	0.005 	-0.0531097 	0.000260364 	0
0.05 	0.0096875 	0.005 	-0.056219 	0.000291345 	0
0.05 	0.0103125 	0.005 	-0.059282 	0.000324214 	0
0.05 	0.0109375 	0.005 	-0.0623025 	0.00035919 	0
0.05 	0.0115625 	0.005 	-0.0652837 	0.000396531 	0
0.05 	0.0121875 	0.005 	-0.0682289 	0.000436531 	0
0.05 	0.0128125 	0.005 	-0.0711411 	0.000479521 	0
0.05 	0.0134375 	0.005 	-0.0740234 	0.000525868 	0
0.05 	0.0140625 	0.005 	-0.0768782 	0.000575973 	0
0.05 	0.0146875 	0.005 	-0.0797083 	0.000630271 	0
0.05 	0.0153125 	0.005 	-0.0825159 	0.000689232 	0
0.05 	0.0159375 	0.005 	-0.0853033 	0.00075336 	0
0.05 	0.0165625 	0.005 	-0.0880726 	0.000823189 	0
0.05 	0.0171875 	0.005 	-0.0908256 	0.000899287 	0
0.05 	0.0178125 	0.005 	-0.0935641 	0.000982253 	0
0.05 	0.0184375 	0.005 	-0.0962896 	0.00107272 	0
0.05 	0.0190625 	0.005 	-0.0990037 	0.00117134 	0
0.05 	0.0196875 	0.005 	-0.101708 	0.00127882 	0
0.05 	0.0203125 	0.005 	-0.104402 	0.00139586 	0
0.05 	0.0209375 	0.005 	-0.107089 	0.00152321 	0
0.05 	0.0215625 	0.005 	-0.109769 	0.00166165 	0
0.05 	0.0221875 	0.005 	-0.112442 	0.00181198 	0
0.05 	0.0228125 	0.005 	-0.115108 	0.00197503 	0
0.05 	0.0234375 	0.005 	-0.11777 	0.00215163 	0
0.05 	0.0240625 	0.005 	-0.120425 	0.00234267 	0
0.05 	0.0246875 	0.005 	-0.123076 	0.00254903 	0
0.05 	0.0253125 	0.005 	-0.12572 	0.00277163 	0
0.05 	0.0259375 	0.005 	-0.128359 	0.0030114 	0
0.05 	0.0265625 	0.005 	-0.130992 	0.00326928 	0
0.05 	0.0271875 	0.005 	-0.133618 	0.00354624 	0
0.05 	0.0278125 	0.005 	-0.136236 	0.00384324 	0
0.05 	0.0284375 	0.005 	-0.138845 	0.00416127 	0
0.05 	0.0290625 	0.005 	-0.141445 	0.00450131 	0
0.05 	0.0296875 	0.005 	-0.144034 	0.00486437 	0
0.05 	0.0303125 	0.005 	-0.146611 	0.00525143 	0
0.05 	0.0309375 	0.005 	-0.149173 	0.00566349 	0
0.05 	0.0315625 	0.005 	-0.151719 	0.00610153 	0
0.05 	0.0321875 	0.005 	-0.154248 	0.00656654 	0
0.05 	0.0328125 	0.005 	-0.156756 	0.00705948 	0
0.05 	0.0334375 	0.005 	-0.159242 	0.00758131 	0
0.05 	0.0340625 	0.005 	-0.161703 	0.00813295 	0
0.05 	0.0346875 	0.005 	-0.164136 	0.00871531 	0
0.05 	0.0353125 	0.005 	-0.166538 	0.00932927 	0
0.05 	0.0359375 	0.005 	-0.168907 	0.00997567 	0
0.05 	0.0365625 	0.005 	-0.171238 	0.0106553 	0
0.05 	0.0371875 	0.005 	-0.173529 	0.0113689 	0
0.05 	0.0378125 	0.005 	-0.175775 	0.0121173 	0
0.05 	0.0384375 	0.005 	-0.177973 	0.012901 	0
0.05 	0.0390625 	0.005 	-0.180119 	0.0137207 	0
0.05 	0.0396875 	0.005 	-0.182208 	0.0145768 	0
0.05 	0.0403125 	0.005 	-0.184236 	0.0154699 	0
0.05 	0.0409375 	0.005 	-0.186198 	0.0164002 	0
0.05 	0.0415625 	0.005 	-0.188091 	0.0173682 	0
0.05 	0.0421875 	0.005 	-0.189907 	0.0183739 	0
0.05 	0.0428125 	0.005 	-0.191644 	0.0194174 	0
0.05 	0.0434375 	0.005 	-0.193295 	0.0204988 	0
0.05 	0.0440625 	0.005 	-0.194855 	0.0216179 	0
0.05 	0.0446875 	0.005 	-0.196318 	0.0227745 	0
0.05 	0.0453125 	0.005 	-0.197678 	0.0239681 	0
0.05 	0.0459375 	0.005 	-0.198931 	0.0251983 	0
0.05 	0.0465625 	0.005 	-0.20007 	0.0264644 	0
0.05 	0.0471875 	0.005 	-0.201088 	0.0277656 	0
0.05 	0.0478125 	0.005 	-0.20198 	0.029101 	0
0.05 	0.0484375 	0.005 	-0.202739 	0.0304694 	0
0.05 	0.0490625 	0.005 	-0.203359 	0.0318696 	0
0.05 	0.0496875 	0.005 	-0.203833 	0.0333002 	0
0.05 	0.0503125 	0.005 	-0.204155 	0.0347594 	0
0.05 	0.0509375 	0.005 	-0.204319 	0.0362456 	0
0.05 	0.0515625 	0.005 	-0.204317 	0.0377567 	0
0.05 	0.0521875 	0.005 	-0.204144 	0.0392906 	0
0.05 	0.0528125 	0.005 	-0.203791 	0.040845 	0
0.05 	0.0534375 	0.005 	-0.203253 	0.0424171 	0
0.05 	0.0540625 	0.005 	-0.202523 	0.0440044 	0
0.05 	0.0546875 	0.005 	-0.201594 	0.0456039 	0
0.05 	0.0553125 	0.005 	-0.200459 	0.0472124 	0
0.05 	0.0559375 	0.005 	-0.199112 	0.0488265 	0
0.05 	0.0565625 	0.005 	-0.197545 	0.0504429 	0
0.05 	0.0571875 	0.005 	-0.195752 	0.0520577 	0
0.05 	0.0578125 	0.005 	-0.193727 	0.053667 	0
0.05 	0.0584375 	0.005 	-0.191461 	0.0552668 	0
0.05 	0.0590625 	0.005 	-0.18895 	0.0568527 	0
0.05 	0.0596875 	0.005 	-0.186186 	0.0584204 	0
0.05 	0.0603125 	0.005 	-0.183163 	0.0599652 	0
0.05 	0.0609375 	0.005 	-0.179873 	0.0614822 	0
0.05 	0.0615625 	0.005 	-0.17631 	0.0629668 	0
0.05 	0.0621875 	0.005 	-0.172468 	0.0644136 	0
0.05 	0.0628125 	0.005 	-0.16834 	0.0658176 	0
0.05 	0.0634375 	0.005 	-0.163919 	0.0671735 	0
0.05 	0.0640625 	0.005 	-0.159197 	0.0684759 	0
0.05 	0.0646875 	0.005 	-0.15417 	0.0697193 	0
0.05 	0.0653125 	0.005 	-0.148828 	0.0708982 	0
0.05 	0.0659375 	0.005 	-0.143165 	0.072007 	0
0.05 	0.0665625 	0.005 	-0.137174 	0.0730401 	0
