0.05 	0.0025 	0.005 	0.0432448
0.05 	0.0075 	0.005 	0.0417505
0.05 	0.0125 	0.005 	0.0407664
0.05 	0.0175 	0.005 	0.0399932
0.05 	0.0225 	0.005 	0.0390866
0.05 	0.0275 	0.005 	0.037816
0.05 	0.0325 	0.005 	0.0359126
0.05 	0.0375 	0.005 	0.0330563
0.05 	0.0425 	0.005 	0.0289057
0.05 	0.0475 	0.005 	0.0231512
0.05 	0.0525 	0.005 	0.015612
0.05 	0.0575 	0.005 	0.0063802
0.05 	0.0625 	0.005 	-0.00400696
0.05 	0.0675 	0.005 	-0.0144301
0.05 	0.0725 	0.005 	-0.0232061
0.05 	0.0775 	0.005 	-0.0284182
0.05 	0.0825 	0.005 	-0.0287097
0.05 	0.0875 	0.005 	-0.0245705
0.05 	0.0925 	0.005 	-0.0192622
0.05 	0.0975 	0.005 	-0.0166477
